legal_name,display_name,party_nature,party_type,country,domicile_state,status,brand_origin,is_listed,kyc_risk_rating,pan,gstin,cin,lei,line1,line2,city,state,pincode
Pallava Securities 5100,Pallava Securities 5100,trust,arranger,IN,Uttar Pradesh,active,binarybonds,false,low,GHPCG5100A,09GHPCG5100A0Z6,U64201MH2024PTC104100,3298AHOX000000004100,"600, Pallava Marg",Noida,Noida,Uttar Pradesh,404100
Rajwada Realty 5101,Rajwada Realty 5101,trust,issuer,IN,Uttar Pradesh,active,shared,false,low,HHPFB5101B,09HHPFB5101B1Z7,U64201MH2024PTC104101,3298AHOX000000004101,"601, Rajwada Marg",Noida,Noida,Uttar Pradesh,404101
Chola Renewables 5102,Chola Renewables 5102,spv,investor,IN,Karnataka,active,binarycapital,false,low,DAPLC5102E,29DAPLC5102E2Z8,U64201MH2024PTC104102,3298AHOX000000004102,"602, Chola Marg",Bengaluru,Bengaluru,Karnataka,404102
Kaveri Infra 5103,Kaveri Infra 5103,trust,intermediary,IN,Karnataka,onboarding,shared,true,high,JHPLE5103H,29JHPLE5103H3Z9,U64201MH2024PTC104103,3298AHOX000000004103,"603, Kaveri Marg",Bengaluru,Bengaluru,Karnataka,404103
Vedanta Technologies 5104,Vedanta Technologies 5104,organization,arranger,IN,Telangana,active,binarycapital,false,low,JJPGF5104A,36JJPGF5104A4Z1,U64201MH2024PTC104104,3298AHOX000000004104,"604, Vedanta Marg",Hyderabad,Hyderabad,Telangana,404104
Vedanta Power 5105,Vedanta Power 5105,organization,arranger,IN,Karnataka,active,binarybonds,false,medium,BJPFE5105G,29BJPFE5105G5Z2,U64201MH2024PTC104105,3298AHOX000000004105,"605, Vedanta Marg",Bengaluru,Bengaluru,Karnataka,404105
Pallava Renewables 5106,Pallava Renewables 5106,organization,spv,IN,Gujarat,active,binarycapital,false,high,EGPCF5106F,24EGPCF5106F6Z3,U64201MH2024PTC104106,3298AHOX000000004106,"606, Pallava Marg",Ahmedabad,Ahmedabad,Gujarat,404106
Malabar Finance 5107,Malabar Finance 5107,trust,spv,IN,West Bengal,active,binarybonds,false,medium,LLPLJ5107G,19LLPLJ5107G7Z4,U64201MH2024PTC104107,3298AHOX000000004107,"607, Malabar Marg",Kolkata,Kolkata,West Bengal,404107
,Malabar Developers 5108,organization,investor,IN,Uttar Pradesh,active,shared,false,low,BHPHG5108F,09BHPHG5108F8Z5,U64201MH2024PTC104108,3298AHOX000000004108,"608, Malabar Marg",Noida,Noida,Uttar Pradesh,404108
Narmada Technologies 5109,Narmada Technologies 5109,spv,issuer,IN,Uttar Pradesh,active,shared,false,low,DEPDJ5109E,09DEPDJ5109E9Z6,U64201MH2024PTC104109,3298AHOX000000004109,"609, Narmada Marg",Noida,Noida,Uttar Pradesh,404109
Narmada Group 5110,Narmada Group 5110,organization,investor,IN,Karnataka,active,shared,false,medium,GLPCD5110J,29GLPCD5110J0Z7,U64201MH2024PTC104110,3298AHOX000000004110,"610, Narmada Marg",Bengaluru,Bengaluru,Karnataka,404110
Nilgiri Motors 5111,Nilgiri Motors 5111,spv,investor,IN,Delhi,active,shared,true,high,LBPCJ5111F,07LBPCJ5111F1Z8,U64201MH2024PTC104111,3298AHOX000000004111,"611, Nilgiri Marg",New Delhi,New Delhi,Delhi,404111
Nalanda Investments 5112,Nalanda Investments 5112,trust,investor,IN,West Bengal,active,binarybonds,false,low,FLPAF5112E,19FLPAF5112E2Z9,U64201MH2024PTC104112,3298AHOX000000004112,"612, Nalanda Marg",Kolkata,Kolkata,West Bengal,404112
Sahyadri Holdings 5113,Sahyadri Holdings 5113,organization,intermediary,IN,Karnataka,active,binarycapital,false,high,FFPJB5113H,29FFPJB5113H3Z1,U64201MH2024PTC104113,3298AHOX000000004113,"613, Sahyadri Marg",Bengaluru,Bengaluru,Karnataka,404113
Coromandel Cements 5114,Coromandel Cements 5114,organization,issuer,IN,Telangana,active,binarycapital,false,low,LJPLB5114D,36LJPLB5114D4Z2,U64201MH2024PTC104114,3298AHOX000000004114,"614, Coromandel Marg",Hyderabad,Hyderabad,Telangana,404114
Sahyadri Investments 5115,Sahyadri Investments 5115,trust,investor,IN,Uttar Pradesh,active,binarybonds,false,high,FLPAG5115F,09FLPAG5115F5Z3,U64201MH2024PTC104115,3298AHOX000000004115,"615, Sahyadri Marg",Noida,Noida,Uttar Pradesh,404115
Aravalli Finvest 5116,Aravalli Finvest 5116,spv,arranger,IN,Gujarat,active,binarybonds,false,high,JAPAH5116H,24JAPAH5116H6Z4,U64201MH2024PTC104116,3298AHOX000000004116,"616, Aravalli Marg",Ahmedabad,Ahmedabad,Gujarat,404116
Himalaya Infra 5117,Himalaya Infra 5117,organization,investor,IN,Uttar Pradesh,active,binarycapital,false,high,GJPJB5117E,09GJPJB5117E7Z5,U64201MH2024PTC104117,3298AHOX000000004117,"617, Himalaya Marg",Noida,Noida,Uttar Pradesh,404117
Rajwada Technologies 5118,Rajwada Technologies 5118,organization,spv,IN,Telangana,active,binarybonds,false,low,BAPAE5118C,36BAPAE5118C8Z6,U64201MH2024PTC104118,3298AHOX000000004118,"618, Rajwada Marg",Hyderabad,Hyderabad,Telangana,404118
Konark Housing 5119,Konark Housing 5119,spv,intermediary,IN,Rajasthan,active,shared,true,medium,ECPBG5119L,08ECPBG5119L9Z7,U64201MH2024PTC104119,3298AHOX000000004119,"619, Konark Marg",Jaipur,Jaipur,Rajasthan,404119
Godavari Finvest 5120,Godavari Finvest 5120,organization,spv,IN,Rajasthan,active,shared,false,high,JBPCA1990B,08JBPCA1990B0Z8,U64201MH2024PTC100990,3298AHOX000000004120,"620, Godavari Marg",Jaipur,Jaipur,Rajasthan,404120
Deccan Hotels 5121,Deccan Hotels 5121,organization,issuer,IN,Delhi,active,binarycapital,false,low,HGPGD5121F,07HGPGD5121F1Z9,U64201MH2024PTC104121,3298AHOX000000004121,"621, Deccan Marg",New Delhi,New Delhi,Delhi,404121
Kaveri Power 5122,Kaveri Power 5122,organization,issuer,IN,Tamil Nadu,active,binarybonds,false,medium,DDPJL5122D,33DDPJL5122D2Z1,U64201MH2024PTC104122,3298AHOX000000004122,"622, Kaveri Marg",Chennai,Chennai,Tamil Nadu,404122
Nilgiri Technologies 5123,Nilgiri Technologies 5123,trust,issuer,IN,Tamil Nadu,active,binarycapital,false,low,GDPEJ5123B,33GDPEJ5123B3Z2,U64201MH2024PTC104123,3298AHOX000000004123,"623, Nilgiri Marg",Chennai,Chennai,Tamil Nadu,404123
Bharat Hotels 5124,Bharat Hotels 5124,trust,issuer,IN,West Bengal,onboarding,binarycapital,false,high,FCPCE5124L,19FCPCE5124L4Z3,U64201MH2024PTC104124,3298AHOX000000004124,"624, Bharat Marg",Kolkata,Kolkata,West Bengal,404124
Godavari Cements 5125,Godavari Cements 5125,spv,issuer,IN,Uttar Pradesh,active,binarycapital,false,medium,ALPHH5125D,09ALPHH5125D5Z4,U64201MH2024PTC104125,3298AHOX000000004125,"625, Godavari Marg",Noida,Noida,Uttar Pradesh,404125
Carnatic Renewables 5126,Carnatic Renewables 5126,spv,spv,IN,Telangana,active,binarycapital,false,high,LBPDE5126E,36LBPDE5126E6Z5,U64201MH2024PTC104126,3298AHOX000000004126,"626, Carnatic Marg",Hyderabad,Hyderabad,Telangana,404126
Konark Logistics 5127,Konark Logistics 5127,trust,spv,IN,Gujarat,active,binarybonds,false,medium,HDPGA5127B,24HDPGA5127B7Z6,U64201MH2024PTC104127,3298AHOX000000004127,"627, Konark Marg",Ahmedabad,Ahmedabad,Gujarat,404127
Maruti Power 5128,Maruti Power 5128,trust,investor,IN,Haryana,onboarding,binarybonds,false,medium,HFPCJ5128B,06HFPCJ5128B8Z7,U64201MH2024PTC104128,3298AHOX000000004128,"628, Maruti Marg",Gurugram,Gurugram,Haryana,404128
Konark Group 5129,Konark Group 5129,organization,arranger,IN,Tamil Nadu,active,binarybonds,false,high,ACPAJ5129G,33ACPAJ5129G9Z8,U64201MH2024PTC104129,3298AHOX000000004129,"629, Konark Marg",Chennai,Chennai,Tamil Nadu,404129
Coromandel Realty 5130,Coromandel Realty 5130,organization,investor,IN,Rajasthan,active,shared,false,low,BJPEG5130J,08BJPEG5130J0Z9,U64201MH2024PTC104130,3298AHOX000000004130,"630, Coromandel Marg",Jaipur,Jaipur,Rajasthan,404130
Deccan Ventures 5131,Deccan Ventures 5131,trust,investor,IN,Uttar Pradesh,active,binarycapital,true,low,BDPAC5131A,09BDPAC5131A1Z1,U64201MH2024PTC104131,3298AHOX000000004131,"631, Deccan Marg",Noida,Noida,Uttar Pradesh,404131
Aravalli Chemicals 5132,Aravalli Chemicals 5132,spv,issuer,IN,Tamil Nadu,active,binarybonds,false,low,CEPJH5132A,33CEPJH5132A2Z2,U64201MH2024PTC104132,3298AHOX000000004132,"632, Aravalli Marg",Chennai,Chennai,Tamil Nadu,404132
Nalanda Capital 5133,Nalanda Capital 5133,trust,issuer,IN,Karnataka,active,binarybonds,false,low,DBPLC5133L,29DBPLC5133L3Z3,U64201MH2024PTC104133,3298AHOX000000004133,"633, Nalanda Marg",Bengaluru,Bengaluru,Karnataka,404133
Carnatic Group 5134,Carnatic Group 5134,spv,issuer,IN,Gujarat,active,binarybonds,false,medium,BCPCE5134D,24BCPCE5134D4Z4,U64201MH2024PTC104134,3298AHOX000000004134,"634, Carnatic Marg",Ahmedabad,Ahmedabad,Gujarat,404134
Carnatic Housing 5135,Carnatic Housing 5135,organization,intermediary,IN,Maharashtra,active,binarybonds,false,low,HCPBF5135C,27HCPBF5135C5Z5,U64201MH2024PTC104135,3298AHOX000000004135,"635, Carnatic Marg",Mumbai,Mumbai,Maharashtra,404135
Nalanda Housing 5136,Nalanda Housing 5136,trust,arranger,IN,West Bengal,active,shared,false,high,BHPDG5136F,19BHPDG5136F6Z6,U64201MH2024PTC104136,3298AHOX000000004136,"636, Nalanda Marg",Kolkata,Kolkata,West Bengal,404136
Malabar Enterprises 5137,Malabar Enterprises 5137,organization,issuer,IN,West Bengal,active,shared,false,medium,DDPBC5137A,19DDPBC5137A7Z7,U64201MH2024PTC104137,3298AHOX000000004137,"637, Malabar Marg",Kolkata,Kolkata,West Bengal,404137
Sahyadri Housing 5138,Sahyadri Housing 5138,spv,spv,IN,Maharashtra,active,binarybonds,false,medium,CFPGE5138L,27CFPGE5138L8Z8,U64201MH2024PTC104138,3298AHOX000000004138,"638, Sahyadri Marg",Mumbai,Mumbai,Maharashtra,404138
Rajwada Housing 5139,Rajwada Housing 5139,trust,investor,IN,Maharashtra,active,binarybonds,false,medium,JAPHB5139B,27JAPHB5139B9Z9,U64201MH2024PTC104139,3298AHOX000000004139,"639, Rajwada Marg",Mumbai,Mumbai,Maharashtra,404139
Konark Capital 5140,Konark Capital 5140,spv,intermediary,IN,Delhi,active,shared,false,medium,FEPDG5140D,07FEPDG5140D0Z1,U64201MH2024PTC104140,3298AHOX000000004140,"640, Konark Marg",New Delhi,New Delhi,Delhi,404140
Maruti Ventures 5141,Maruti Ventures 5141,trust,spv,IN,West Bengal,active,binarycapital,false,medium,EBPFF5141A,19EBPFF5141A1Z2,U64201MH2024PTC104141,3298AHOX000000004141,"641, Maruti Marg",Kolkata,Kolkata,West Bengal,404141
Pallava Investments 5142,Pallava Investments 5142,trust,arranger,IN,Karnataka,active,binarybonds,true,medium,HHPGG5142C,29HHPGG5142C2Z3,U64201MH2024PTC104142,3298AHOX000000004142,"642, Pallava Marg",Bengaluru,Bengaluru,Karnataka,404142
Yamuna Group 5143,Yamuna Group 5143,spv,arranger,IN,Haryana,active,binarybonds,false,low,FDPCF5143H,06FDPCF5143H3Z4,U64201MH2024PTC104143,3298AHOX000000004143,"643, Yamuna Marg",Gurugram,Gurugram,Haryana,404143
Maruti Housing 5144,Maruti Housing 5144,organization,intermediary,IN,Karnataka,active,binarycapital,false,low,BFPFB5144E,29BFPFB5144E4Z5,U64201MH2024PTC104144,3298AHOX000000004144,"644, Maruti Marg",Bengaluru,Bengaluru,Karnataka,404144
Konark Holdings 5145,Konark Holdings 5145,organization,spv,IN,Gujarat,onboarding,shared,false,low,BLPCF5145G,24BLPCF5145G5Z6,U64201MH2024PTC104145,3298AHOX000000004145,"645, Konark Marg",Ahmedabad,Ahmedabad,Gujarat,404145
Coromandel Renewables 5146,Coromandel Renewables 5146,organization,arranger,IN,Karnataka,active,shared,false,low,GBPGC5146G,29GBPGC5146G6Z7,U64201MH2024PTC104146,3298AHOX000000004146,"646, Coromandel Marg",Bengaluru,Bengaluru,Karnataka,404146
Sahyadri Securities 5147,Sahyadri Securities 5147,trust,investor,IN,West Bengal,active,binarybonds,false,high,JJPCH5147B,19JJPCH5147B7Z8,U64201MH2024PTC104147,3298AHOX000000004147,"647, Sahyadri Marg",Kolkata,Kolkata,West Bengal,404147
Narmada Industries 5148,Narmada Industries 5148,organization,spv,IN,Delhi,active,binarycapital,false,medium,EAPJB5148A,07EAPJB5148A8Z9,U64201MH2024PTC104148,3298AHOX000000004148,"648, Narmada Marg",New Delhi,New Delhi,Delhi,404148
Godavari Developers 5149,Godavari Developers 5149,organization,spv,IN,Rajasthan,onboarding,binarybonds,false,high,CLPHD1840B,08CLPHD1840B9Z1,U64201MH2024PTC100840,3298AHOX000000004149,"649, Godavari Marg",Jaipur,Jaipur,Rajasthan,404149
Narmada Investments 5150,Narmada Investments 5150,trust,issuer,IN,Tamil Nadu,active,binarycapital,false,medium,GCPAA5150B,33GCPAA5150B0Z2,U64201MH2024PTC104150,3298AHOX000000004150,"650, Narmada Marg",Chennai,Chennai,Tamil Nadu,404150
Carnatic Securities 5151,Carnatic Securities 5151,organization,intermediary,IN,Haryana,active,binarycapital,false,high,ADPLB5151G,06ADPLB5151G1Z3,U64201MH2024PTC104151,3298AHOX000000004151,"651, Carnatic Marg",Gurugram,Gurugram,Haryana,404151
Nalanda Realty 5152,Nalanda Realty 5152,organization,arranger,IN,Maharashtra,active,shared,false,high,LDPGB5152H,27LDPGB5152H2Z4,U64201MH2024PTC104152,3298AHOX000000004152,"652, Nalanda Marg",Mumbai,Mumbai,Maharashtra,404152
Himalaya Power 5153,Himalaya Power 5153,organization,investor,IN,Haryana,active,binarycapital,false,medium,GDPJB1796G,06GDPJB1796G3Z5,U64201MH2024PTC100796,3298AHOX000000004153,"653, Himalaya Marg",Gurugram,Gurugram,Haryana,404153
Konark Enterprises 5154,Konark Enterprises 5154,spv,spv,IN,Maharashtra,active,binarycapital,true,medium,CFPFG5154E,27CFPFG5154E4Z6,U64201MH2024PTC104154,3298AHOX000000004154,"654, Konark Marg",Mumbai,Mumbai,Maharashtra,404154
Sahyadri Logistics 5155,Sahyadri Logistics 5155,trust,intermediary,IN,Delhi,active,binarycapital,false,high,GLPLB5155G,07GLPLB5155G5Z7,U64201MH2024PTC104155,3298AHOX000000004155,"655, Sahyadri Marg",New Delhi,New Delhi,Delhi,404155
Chola Holdings 5156,Chola Holdings 5156,organization,issuer,IN,West Bengal,active,binarycapital,true,low,HDPFC5156J,19HDPFC5156J6Z8,U64201MH2024PTC104156,3298AHOX000000004156,"656, Chola Marg",Kolkata,Kolkata,West Bengal,404156
Carnatic Finvest 5157,Carnatic Finvest 5157,trust,arranger,IN,Telangana,active,shared,true,high,EDPEG5157A,36EDPEG5157A7Z9,U64201MH2024PTC104157,3298AHOX000000004157,"657, Carnatic Marg",Hyderabad,Hyderabad,Telangana,404157
Deccan Finance 5158,Deccan Finance 5158,spv,issuer,IN,Karnataka,active,binarybonds,false,high,GEPDH5158J,29GEPDH5158J8Z1,U64201MH2024PTC104158,3298AHOX000000004158,"658, Deccan Marg",Bengaluru,Bengaluru,Karnataka,404158
Sahyadri Cements 5159,Sahyadri Cements 5159,trust,issuer,IN,Delhi,active,binarycapital,false,low,JBPDE5159H,07JBPDE5159H9Z2,U64201MH2024PTC104159,3298AHOX000000004159,"659, Sahyadri Marg",New Delhi,New Delhi,Delhi,404159
Malabar Investments 5160,Malabar Investments 5160,trust,arranger,IN,Haryana,active,binarycapital,false,low,EEPGL5160C,06EEPGL5160C0Z3,U64201MH2024PTC104160,3298AHOX000000004160,"660, Malabar Marg",Gurugram,Gurugram,Haryana,404160
Maruti Investments 5161,Maruti Investments 5161,spv,investor,IN,Haryana,active,shared,true,high,CBPJL5161L,06CBPJL5161L1Z4,U64201MH2024PTC104161,3298AHOX000000004161,"661, Maruti Marg",Gurugram,Gurugram,Haryana,404161
Vedanta Infra 5162,Vedanta Infra 5162,trust,issuer,IN,Rajasthan,active,shared,true,low,FJPHL5162D,08FJPHL5162D2Z5,U64201MH2024PTC104162,3298AHOX000000004162,"662, Vedanta Marg",Jaipur,Jaipur,Rajasthan,404162
Godavari Renewables 5163,Godavari Renewables 5163,trust,investor,IN,West Bengal,onboarding,shared,false,low,ELPJB5163H,19ELPJB5163H3Z6,U64201MH2024PTC104163,3298AHOX000000004163,"663, Godavari Marg",Kolkata,Kolkata,West Bengal,404163
Kaveri Housing 5164,Kaveri Housing 5164,organization,intermediary,IN,Maharashtra,active,binarybonds,false,low,EEPLB5164H,27EEPLB5164H4Z7,U64201MH2024PTC104164,3298AHOX000000004164,"664, Kaveri Marg",Mumbai,Mumbai,Maharashtra,404164
Malabar Hotels 5165,Malabar Hotels 5165,organization,issuer,IN,Rajasthan,active,binarycapital,false,high,JBPCL5165E,08JBPCL5165E5Z8,U64201MH2024PTC104165,3298AHOX000000004165,"665, Malabar Marg",Jaipur,Jaipur,Rajasthan,404165
Nalanda Motors 5166,Nalanda Motors 5166,trust,spv,IN,Delhi,active,binarycapital,false,medium,JAPFF5166H,07JAPFF5166H6Z9,U64201MH2024PTC104166,3298AHOX000000004166,"666, Nalanda Marg",New Delhi,New Delhi,Delhi,404166
Godavari Finvest 5167,Godavari Finvest 5167,spv,intermediary,IN,Haryana,active,binarycapital,true,high,GJPCG5167G,06GJPCG5167G7Z1,U64201MH2024PTC104167,3298AHOX000000004167,"667, Godavari Marg",Gurugram,Gurugram,Haryana,404167
Himalaya Securities 5168,Himalaya Securities 5168,spv,arranger,IN,Haryana,onboarding,binarybonds,false,low,EJPFF5168G,06EJPFF5168G8Z2,U64201MH2024PTC104168,3298AHOX000000004168,"668, Himalaya Marg",Gurugram,Gurugram,Haryana,404168
Malabar Enterprises 5169,Malabar Enterprises 5169,spv,intermediary,IN,Karnataka,active,binarybonds,false,medium,JFPGH5169A,29JFPGH5169A9Z3,U64201MH2024PTC104169,3298AHOX000000004169,"669, Malabar Marg",Bengaluru,Bengaluru,Karnataka,404169
Yamuna Power 5170,Yamuna Power 5170,trust,arranger,IN,Rajasthan,active,binarycapital,true,medium,LCPHF5170A,08LCPHF5170A0Z4,U64201MH2024PTC104170,3298AHOX000000004170,"670, Yamuna Marg",Jaipur,Jaipur,Rajasthan,404170
Godavari Logistics 5171,Godavari Logistics 5171,organization,spv,IN,Telangana,active,binarycapital,false,high,BAPAF5171E,36BAPAF5171E1Z5,U64201MH2024PTC104171,3298AHOX000000004171,"671, Godavari Marg",Hyderabad,Hyderabad,Telangana,404171
Carnatic Holdings 5172,Carnatic Holdings 5172,trust,investor,IN,Rajasthan,active,shared,false,low,DJPGB5172L,08DJPGB5172L2Z6,U64201MH2024PTC104172,3298AHOX000000004172,"672, Carnatic Marg",Jaipur,Jaipur,Rajasthan,404172
Carnatic Ventures 5173,Carnatic Ventures 5173,spv,intermediary,IN,Delhi,active,shared,false,high,CBPHJ5173H,07CBPHJ5173H3Z7,U64201MH2024PTC104173,3298AHOX000000004173,"673, Carnatic Marg",New Delhi,New Delhi,Delhi,404173
Rajwada Developers 5174,Rajwada Developers 5174,trust,issuer,IN,Delhi,active,binarycapital,false,medium,EAPAD5174J,07EAPAD5174J4Z8,U64201MH2024PTC104174,3298AHOX000000004174,"674, Rajwada Marg",New Delhi,New Delhi,Delhi,404174
Konark Hotels 5175,Konark Hotels 5175,spv,arranger,IN,Telangana,onboarding,shared,false,medium,CFPBH5175L,36CFPBH5175L5Z9,U64201MH2024PTC104175,3298AHOX000000004175,"675, Konark Marg",Hyderabad,Hyderabad,Telangana,404175
Malabar Cements 5176,Malabar Cements 5176,spv,arranger,IN,Rajasthan,active,shared,false,medium,ECPLA5176A,08ECPLA5176A6Z1,U64201MH2024PTC104176,3298AHOX000000004176,"676, Malabar Marg",Jaipur,Jaipur,Rajasthan,404176
Kaveri Housing 5177,Kaveri Housing 5177,spv,issuer,IN,Karnataka,active,binarycapital,false,medium,AEPBB5177F,29AEPBB5177F7Z2,U64201MH2024PTC104177,3298AHOX000000004177,"677, Kaveri Marg",Bengaluru,Bengaluru,Karnataka,404177
Himalaya Cements 5178,Himalaya Cements 5178,spv,investor,IN,Gujarat,active,shared,true,medium,EDPFC5178G,24EDPFC5178G8Z3,U64201MH2024PTC104178,3298AHOX000000004178,"678, Himalaya Marg",Ahmedabad,Ahmedabad,Gujarat,404178
Nilgiri Finvest 5179,Nilgiri Finvest 5179,trust,spv,IN,Tamil Nadu,active,binarybonds,false,medium,CBPDA5179B,33CBPDA5179B9Z4,U64201MH2024PTC104179,3298AHOX000000004179,"679, Nilgiri Marg",Chennai,Chennai,Tamil Nadu,404179
Aravalli Technologies 5180,Aravalli Technologies 5180,trust,issuer,IN,Telangana,active,shared,false,high,AAPAJ5180B,36AAPAJ5180B0Z5,U64201MH2024PTC104180,3298AHOX000000004180,"680, Aravalli Marg",Hyderabad,Hyderabad,Telangana,404180
Himalaya Chemicals 5181,Himalaya Chemicals 5181,organization,arranger,IN,Uttar Pradesh,onboarding,shared,false,high,JCPEF5181H,09JCPEF5181H1Z6,U64201MH2024PTC104181,3298AHOX000000004181,"681, Himalaya Marg",Noida,Noida,Uttar Pradesh,404181
Malabar Enterprises 5182,Malabar Enterprises 5182,organization,investor,IN,West Bengal,active,binarybonds,true,medium,HGPEE5182G,19HGPEE5182G2Z7,U64201MH2024PTC104182,3298AHOX000000004182,"682, Malabar Marg",Kolkata,Kolkata,West Bengal,404182
Pallava Capital 5183,Pallava Capital 5183,spv,investor,IN,Rajasthan,active,shared,false,low,AGPGC5183A,08AGPGC5183A3Z8,U64201MH2024PTC104183,3298AHOX000000004183,"683, Pallava Marg",Jaipur,Jaipur,Rajasthan,404183
Godavari Group 5184,Godavari Group 5184,trust,spv,IN,Tamil Nadu,active,shared,false,low,DHPJB5184A,33DHPJB5184A4Z9,U64201MH2024PTC104184,3298AHOX000000004184,"684, Godavari Marg",Chennai,Chennai,Tamil Nadu,404184
Kaveri Technologies 5185,Kaveri Technologies 5185,organization,spv,IN,Rajasthan,onboarding,binarycapital,false,low,BGPJD5185J,08BGPJD5185J5Z1,U64201MH2024PTC104185,3298AHOX000000004185,"685, Kaveri Marg",Jaipur,Jaipur,Rajasthan,404185
Malabar Realty 5186,Malabar Realty 5186,organization,intermediary,IN,Maharashtra,active,binarycapital,true,high,LLPGH5186G,27LLPGH5186G6Z2,U64201MH2024PTC104186,3298AHOX000000004186,"686, Malabar Marg",Mumbai,Mumbai,Maharashtra,404186
Deccan Developers 5187,Deccan Developers 5187,organization,investor,IN,Haryana,active,shared,false,low,DGPBB1788F,06DGPBB1788F7Z3,U64201MH2024PTC100788,3298AHOX000000004187,"687, Deccan Marg",Gurugram,Gurugram,Haryana,404187
Vedanta Technologies 5188,Vedanta Technologies 5188,trust,arranger,IN,Telangana,active,binarycapital,false,low,JLPGF5188G,36JLPGF5188G8Z4,U64201MH2024PTC104188,3298AHOX000000004188,"688, Vedanta Marg",Hyderabad,Hyderabad,Telangana,404188
Nilgiri Holdings 5189,Nilgiri Holdings 5189,organization,investor,IN,Gujarat,active,binarycapital,false,low,DJPHG5189F,24DJPHG5189F9Z5,U64201MH2024PTC104189,3298AHOX000000004189,"689, Nilgiri Marg",Ahmedabad,Ahmedabad,Gujarat,404189
Godavari Finance 5190,Godavari Finance 5190,organization,issuer,IN,Maharashtra,active,shared,false,high,AHPLC5190C,27AHPLC5190C0Z6,U64201MH2024PTC104190,3298AHOX000000004190,"690, Godavari Marg",Mumbai,Mumbai,Maharashtra,404190
Malabar Finvest 5191,Malabar Finvest 5191,trust,investor,IN,Rajasthan,active,binarycapital,false,high,JJPLC5191H,08JJPLC5191H1Z7,U64201MH2024PTC104191,3298AHOX000000004191,"691, Malabar Marg",Jaipur,Jaipur,Rajasthan,404191
Coromandel Hotels 5192,Coromandel Hotels 5192,spv,intermediary,IN,Tamil Nadu,active,shared,false,medium,AEPGB2086J,33AEPGB2086J2Z8,U64201MH2024PTC101086,3298AHOX000000004192,"692, Coromandel Marg",Chennai,Chennai,Tamil Nadu,404192
Coromandel Holdings 5193,Coromandel Holdings 5193,trust,spv,IN,Maharashtra,active,binarycapital,false,low,GDPHJ5193L,27GDPHJ5193L3Z9,U64201MH2024PTC104193,3298AHOX000000004193,"693, Coromandel Marg",Mumbai,Mumbai,Maharashtra,404193
Rajwada Developers 5194,Rajwada Developers 5194,organization,intermediary,IN,Rajasthan,active,binarycapital,true,high,LEPDA5194C,08LEPDA5194C4Z1,U64201MH2024PTC104194,3298AHOX000000004194,"694, Rajwada Marg",Jaipur,Jaipur,Rajasthan,404194
Nilgiri Hotels 5195,Nilgiri Hotels 5195,organization,intermediary,IN,Tamil Nadu,active,shared,false,low,JJPCB5195G,33JJPCB5195G5Z2,U64201MH2024PTC104195,3298AHOX000000004195,"695, Nilgiri Marg",Chennai,Chennai,Tamil Nadu,404195
Malabar Infra 5196,Malabar Infra 5196,organization,spv,IN,Delhi,active,binarybonds,false,high,CEPLD5196F,07CEPLD5196F6Z3,U64201MH2024PTC104196,3298AHOX000000004196,"696, Malabar Marg",New Delhi,New Delhi,Delhi,404196
Vedanta Securities 5197,Vedanta Securities 5197,organization,intermediary,IN,Karnataka,active,binarycapital,false,high,CJPDD5197A,29CJPDD5197A7Z4,U64201MH2024PTC104197,3298AHOX000000004197,"697, Vedanta Marg",Bengaluru,Bengaluru,Karnataka,404197
Maruti Finvest 5198,Maruti Finvest 5198,spv,issuer,IN,Rajasthan,active,shared,false,low,LDPDD5198L,08LDPDD5198L8Z5,U64201MH2024PTC104198,3298AHOX000000004198,"698, Maruti Marg",Jaipur,Jaipur,Rajasthan,404198
Garuda Holdings 5199,Garuda Holdings 5199,organization,spv,IN,Tamil Nadu,active,binarycapital,false,low,BCPFC5199H,33BCPFC5199H9Z6,U64201MH2024PTC104199,3298AHOX000000004199,"699, Garuda Marg",Chennai,Chennai,Tamil Nadu,404199
Malabar Finvest 5200,Malabar Finvest 5200,spv,arranger,IN,Telangana,active,binarycapital,false,medium,BFPCD5200L,36BFPCD5200L0Z7,U64201MH2024PTC104200,3298AHOX000000004200,"700, Malabar Marg",Hyderabad,Hyderabad,Telangana,404200
Deccan Power 5201,Deccan Power 5201,organization,issuer,IN,Rajasthan,active,binarycapital,false,high,LLPDJ5201D,08LLPDJ5201D1Z8,U64201MH2024PTC104201,3298AHOX000000004201,"701, Deccan Marg",Jaipur,Jaipur,Rajasthan,404201
Himalaya Finvest 5202,Himalaya Finvest 5202,spv,issuer,IN,West Bengal,active,binarycapital,false,medium,EFPFC5202L,19EFPFC5202L2Z9,U64201MH2024PTC104202,3298AHOX000000004202,"702, Himalaya Marg",Kolkata,Kolkata,West Bengal,404202
Carnatic Developers 5203,Carnatic Developers 5203,trust,investor,IN,Delhi,active,binarybonds,false,medium,FCPHB5203L,07FCPHB5203L3Z1,U64201MH2024PTC104203,3298AHOX000000004203,"703, Carnatic Marg",New Delhi,New Delhi,Delhi,404203
Vedanta Infra 5204,Vedanta Infra 5204,spv,investor,IN,Uttar Pradesh,onboarding,shared,true,high,ACPBC5204H,09ACPBC5204H4Z2,U64201MH2024PTC104204,3298AHOX000000004204,"704, Vedanta Marg",Noida,Noida,Uttar Pradesh,404204
